CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1
601,Germany,Female,33,7,114430.18,0,1,1,153012.13,0
744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0
724,Germany,Male,33,5,103564.83,0,1,0,121085.72,0
523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
766,Germany,Male,43,6,112088.04,0,1,1,36706.56,0
607,Germany,Male,39,2,84468.67,0,1,1,121945.42,0
656,Germany,Male,27,4,118627.16,0,1,1,160835.3,0
713,Germany,Male,40,3,114446.84,0,1,1,87308.18,0
697,Germany,Female,64,3,108071.36,0,1,1,16445.79,0
683,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1
769,Germany,Female,31,7,148913.72,0,1,0,53817.23,0
850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
579,Germany,Male,31,2,90547.48,0,1,1,18800.13,0
628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1
569,Germany,Male,25,9,173459.45,0,1,1,44381.06,0
725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1
696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
453,Germany,Male,39,0,109733.2,0,0,0,123602.11,1
518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0
785,Germany,Female,33,5,136624.6,0,1,1,169117.74,0
740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
565,Germany,Female,38,2,158651.29,0,1,1,179445.28,0
652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0
640,Germany,Male,39,9,131607.28,0,0,1,6981.43,1
589,Germany,Female,36,9,140355.56,0,1,0,136329.96,0
790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
634,Germany,Female,31,8,76798.92,1,0,0,196021.73,0
850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
535,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
757,Germany,Male,30,6,105128.85,0,1,1,62972.13,0
543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1
453,Germany,Female,40,3,129248.11,0,1,0,72876.43,1
729,Germany,Male,36,8,152899.24,0,1,0,177130.33,0
484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
536,Germany,Male,23,6,92366.72,0,1,0,120661.71,0
666,Germany,Male,64,7,105102.5,1,1,1,46172.47,0
726,Germany,Male,30,5,111375.32,0,1,0,2704.09,0
728,Germany,Female,33,9,150412.14,0,1,0,170764.08,0
531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0
648,Germany,Male,34,3,95039.73,0,1,1,147055.87,0
624,Germany,Male,27,9,94667.29,0,0,1,4470.52,0
565,Germany,Female,58,3,108888.24,0,0,1,135875.51,1
578,Germany,Male,34,8,147487.23,0,1,0,66680.77,0
681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0
494,Germany,Male,37,5,107106.33,0,1,0,172063.09,0
845,Germany,Female,41,2,81733.74,0,0,0,199761.29,0
626,Germany,Male,36,2,181671.16,0,1,1,57531.14,0
824,Germany,Male,60,8,134250.17,0,0,0,153046.16,1
633,Germany,Male,43,3,144164.29,1,1,1,158646.46,0
684,Germany,Male,29,8,127269.75,1,0,1,79495.01,0
785,Germany,Female,32,3,124493.03,0,0,1,52583.79,1
705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1
729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1
705,Germany,Male,35,4,136496.12,0,1,0,116672.02,0
779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0
691,Germany,Male,27,3,160358.68,0,1,0,142367.72,0
627,Germany,Female,30,6,57809.32,1,1,0,188258.49,0
716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0
501,Germany,Male,24,4,130806.42,0,1,0,80241.14,0
667,Germany,Female,37,5,92171.35,0,1,0,178106.34,1
709,Germany,Male,34,4,148375.19,0,1,1,21521.38,0
579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0
667,Germany,Female,27,3,106116.5,0,1,0,3674.71,0
520,Germany,Male,34,8,120018.86,0,1,1,343.38,0
689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0
469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0
453,Germany,Female,38,6,119413.62,0,1,0,175756.36,0
703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0
588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1
545,Germany,Male,37,9,110483.86,1,1,1,127394.67,0
629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0
661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1
710,Germany,Male,45,9,108231.37,1,1,1,188574.08,0
456,Germany,Male,32,9,133060.63,1,1,1,125167.92,0
594,Germany,Male,28,5,185013.02,1,1,0,16481.12,0
595,Germany,Female,41,9,150463.11,0,0,1,81548.38,0
611,Germany,Female,40,7,128486.91,0,1,0,10109.47,0
755,Germany,Female,33,6,90560.3,0,1,1,42607.69,0
637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1
593,Germany,Male,64,5,161434.36,0,1,1,65532.17,0
722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1
738,Germany,Male,35,6,101744.84,1,0,0,85185.44,0
453,Germany,Female,54,4,125456.07,1,1,0,83715.66,1
618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1
651,Germany,Female,25,2,109175.14,0,1,0,114566.47,0
710,Germany,Male,34,9,134260.36,0,1,0,147074.67,0
736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1
606,Germany,Male,64,10,126306.64,0,0,0,7861.68,1
561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0
705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1
773,Germany,Male,43,8,81844.91,0,1,1,35908.46,0
526,Germany,Male,58,9,185160.94680000003,0,1,1,191263.76,0
661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0
757,Germany,Female,34,9,101861.36,0,0,0,187011.96,0
634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1
556,Germany,Male,37,9,145018.64,0,1,0,90928.02,1
700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1
773,Germany,Male,47,2,118079.47,0,1,1,143007.49,1
673,Germany,Female,34,1,127122.79,0,0,1,76703.1,0
741,Germany,Female,37,8,170840.08,0,0,0,109843.16,0
498,Germany,Female,41,4,87541.06,0,1,1,12577.21,1
631,Germany,Female,34,6,125227.82,0,0,1,128247.03,0
714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0
767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1
711,Germany,Male,43,2,53102.854400000004,0,1,1,175423.69,0
701,Germany,Male,38,3,125385.49,0,0,1,52044.66,0
632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0
681,Germany,Male,42,3,118199.97,0,1,0,9452.88,1
621,Germany,Female,30,2,101014.08,0,1,1,165257.31,0
595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0
733,Germany,Female,33,7,185160.94680000003,1,0,1,190430.81,0
763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0
617,Germany,Female,37,4,116471.43,0,1,0,175324.74,1
665,Germany,Male,25,5,153611.83,0,1,0,35321.65,0
491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1
848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0
664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0
630,Germany,Male,50,3,129370.91,0,1,1,47775.34,1
618,Germany,Male,44,5,157955.83,0,0,0,139297.71,0
749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1
607,Germany,Male,61,2,164523.5,0,1,1,35786.76,0
650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0
610,Germany,Male,57,6,106938.11,0,0,1,186612.47,0
488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0
599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1
597,Germany,Female,40,9,106756.01,0,1,0,151167.94,0
649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1
636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0
593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0
545,Germany,Male,45,6,93796.42,0,1,1,162321.26,0
508,Germany,Male,28,0,96213.82,0,1,0,147913.56,0
724,Germany,Female,48,6,110463.25,0,1,1,80552.11,1
651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0
523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1
706,Germany,Male,38,5,163034.82,0,1,1,135662.17,0
714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1
518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1
589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1
719,Germany,Female,42,5,137227.04,0,1,0,149097.38,1
617,Germany,Female,58,3,119024.75,0,1,0,35199.24,1
731,Germany,Male,35,2,127862.93,0,1,0,139083.7,0
625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0
663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0
518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0
686,Germany,Female,43,5,154846.24,0,1,1,151903.6,0
709,Germany,Male,45,4,122917.71,1,1,1,11.58,1
701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0
620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1
737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1
762,Germany,Male,34,4,88815.56,0,1,0,68562.26,1
602,Germany,Male,32,7,184715.86,0,1,0,113781.99,0
850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1
541,Germany,Male,51,7,90373.28,0,1,0,179861.79,0
711,Germany,Male,34,4,133467.77,0,1,1,42976.64,0
631,Germany,Male,37,8,138292.64,0,0,0,152422.91,1
708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1
654,Germany,Male,37,2,145610.07,0,0,0,186300.59,0
549,Germany,Female,31,9,135020.21,0,1,1,23343.18,0
815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0
653,Germany,Female,25,2,158266.42,0,1,1,199357.24,0
798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1
742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1
537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1
608,Germany,Male,42,8,131390.75,0,1,0,71178.09,0
628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1
663,Germany,Female,29,4,102714.65,0,0,0,21170.81,0
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0
537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1
678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1
660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1
583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0
516,Germany,Male,32,3,145166.09,0,0,0,111421.45,0
727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1
626,Germany,Male,49,9,171787.84,0,1,0,187192.23,0
453,Germany,Female,57,4,163146.46,1,1,0,169621.69,1
453,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
638,Germany,Male,37,2,89728.86,0,1,1,37294.88,0
696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0
520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1
466,Germany,Female,56,2,111920.13,0,1,0,197634.11,1
691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0
679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0
592,Germany,Female,26,4,105082.07,0,1,0,132801.57,0
592,Germany,Male,36,2,104702.65,0,1,0,107948.72,0
498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1
638,Germany,Male,25,4,148045.45,0,1,1,114722.42,0
607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0
651,Germany,Male,40,1,134760.21,0,0,0,174434.06,1
584,Germany,Female,46,6,87361.02,0,1,0,120376.87,1
550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1
549,Germany,Male,41,9,95020.8,0,1,1,131710.59,1
668,Germany,Male,34,5,80242.37,0,0,0,56780.97,0
727,Germany,Female,30,8,119027.28,0,1,1,137903.54,0
567,Germany,Female,40,2,105222.86,0,1,0,93795.86,0
660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0
612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1
641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0
665,Germany,Female,51,9,110610.41,0,0,1,1112.76,1
551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1
616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0
453,Germany,Male,30,0,127760.07,1,1,0,81537.85,1
697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0
505,Germany,Male,40,6,53102.854400000004,0,1,1,155061.97,0
692,Germany,Male,53,7,150926.99,0,0,0,119817.19,0
537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1
594,Germany,Male,28,0,142574.71,0,1,0,129084.82,0
643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
546,Germany,Female,58,3,106458.31,0,1,0,128881.87,1
692,Germany,Male,45,6,152296.83,0,0,1,108040.86,1
627,Germany,Male,27,0,185160.94680000003,0,1,1,77027.34,0
567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0
568,Germany,Female,29,2,129177.01,0,0,1,104617.99,0
571,Germany,Male,25,6,82506.72,0,1,0,167705.07,0
634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1
554,Germany,Female,36,3,157780.93,0,1,0,6089.13,0
712,Germany,Female,40,3,109308.79,0,1,0,120158.72,1
538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0
850,Germany,Male,40,4,166082.15,0,0,1,44406.17,0
850,Germany,Male,53,2,94078.97,0,1,0,36980.54,0
670,Germany,Male,40,2,164948.98,0,0,0,177028.0,1
612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1
745,Germany,Male,38,5,65095.41,0,1,1,140197.42,0
667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1
673,Germany,Male,36,5,73088.06,0,0,0,196142.26,0
656,Germany,Female,27,3,150905.03,0,1,0,16998.72,0
530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0
558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0
628,Germany,Male,29,3,113146.98,0,0,1,124749.08,0
597,Germany,Female,39,8,162532.14,0,1,0,36051.46,1
633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1
634,Germany,Male,37,1,89696.84,0,1,1,193179.88,0
565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
775,Germany,Male,64,6,119684.88,0,1,1,74532.02,0
569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1
564,Germany,Female,44,3,111760.4,0,1,1,104722.47,1
453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0
829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0
754,Germany,Male,57,2,101134.87,0,1,1,70954.41,0
749,Germany,Male,46,10,78136.36,0,1,1,73470.98,0
623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1
641,Germany,Female,37,7,62974.64,0,0,1,39016.43,0
551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0
741,Germany,Male,36,8,116993.43,0,1,0,168816.22,0
650,Germany,Male,34,4,142393.11,1,1,1,11276.48,0
655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0
453,Germany,Male,48,8,128140.17,1,1,0,175753.55,1
557,Germany,Male,64,2,100194.44,1,1,1,38596.34,0
646,Germany,Male,50,6,145295.31,0,1,1,27814.74,0
719,Germany,Male,28,3,106070.29,0,1,1,183893.31,0
706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0
580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1
714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0
597,Germany,Female,64,6,124978.19,0,1,1,7144.46,0
758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1
733,Germany,Male,38,9,111347.37,0,0,1,194872.97,0
732,Germany,Female,61,9,94867.18,0,1,1,157527.6,1
821,Germany,Female,37,5,106453.53,0,0,1,127413.0,0
511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1
540,Germany,Male,39,1,82531.11,1,1,0,114092.52,0
540,Germany,Male,39,4,127278.31,1,1,1,16150.34,0
627,Germany,Male,23,5,184244.86,1,1,0,103099.22,0
652,Germany,Male,27,2,166527.88,0,0,1,146007.7,0
579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0
705,Germany,Female,43,7,79974.55,1,1,1,103108.33,0
737,Germany,Female,40,2,162485.8,0,1,0,149381.32,0
694,Germany,Male,37,1,95668.82,0,1,0,100335.55,0
668,Germany,Female,59,5,120170.07,1,0,1,50454.8,0
553,Germany,Male,43,6,85200.82,0,1,1,160574.09,0
549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0
558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0
666,Germany,Male,38,6,99812.88,0,1,1,158357.97,0
599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1
544,Germany,Male,39,4,142406.43,0,1,0,146637.45,0
453,Germany,Female,45,3,110219.14,1,1,0,43046.7,1
645,Germany,Male,33,8,149564.61,1,0,0,149913.84,0
708,Germany,Male,37,8,153366.13,1,1,1,26912.34,0
667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0
831,Germany,Male,32,9,80262.66,1,1,0,194867.78,0
750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1
694,Germany,Female,37,8,98218.04,0,1,0,182354.46,1
711,Germany,Female,35,2,133607.75,1,1,1,120586.32,0
703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0
795,Germany,Male,37,2,139265.63,0,1,1,198745.94,0
613,Germany,Female,30,5,131563.88,0,1,0,170638.98,0
621,Germany,Male,47,7,107363.29,1,1,1,66799.28,0
528,Germany,Female,29,9,170214.23,0,1,0,49284.0,0
680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0
594,Germany,Male,38,6,63176.44,0,1,1,14466.08,0
699,Germany,Male,32,1,123906.22,0,1,1,127443.82,1
489,Germany,Female,52,1,131441.51,1,1,0,37240.11,1
578,Germany,Female,38,4,113150.44,0,1,0,176712.59,1
507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0
705,Germany,Male,41,4,72252.64,0,1,1,142514.66,0
499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0
668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1
744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0
663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
638,Germany,Female,37,7,124513.66,0,1,0,158610.89,0
835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1
763,Germany,Male,31,7,143966.3,0,1,1,140262.96,1
778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0
499,Germany,Male,36,5,131142.53,0,1,0,174918.46,0
579,Germany,Female,39,5,117833.3,0,0,0,5831.0,1
565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0
616,Germany,Male,39,2,121704.32,0,1,0,55556.3,0
523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0
570,Germany,Male,42,0,107856.57,0,1,0,127528.84,0
676,Germany,Female,26,1,108348.66,1,0,0,60231.74,1
491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0
786,Germany,Female,32,2,104336.43,0,0,0,59559.81,0
596,Germany,Male,47,5,140187.1,0,1,1,174311.3,0
674,Germany,Male,43,8,85957.88,0,1,0,8757.39,0
648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
697,Germany,Female,48,2,108128.96,0,1,1,103944.37,0
817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1
835,Germany,Female,29,10,130420.2,0,0,0,106276.55,0
621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0
658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1
584,Germany,Male,33,3,88311.48,0,1,1,177651.38,0
806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0
531,Germany,Female,32,0,109570.21,0,1,1,172049.84,0
614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1
678,Germany,Female,43,2,153393.18,0,1,1,193828.27,0
587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0
757,Germany,Female,34,1,129398.01,0,0,0,44965.44,0
538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0
480,Germany,Female,25,3,174330.35,0,0,0,181647.13,0
613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1
476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
810,Germany,Male,35,3,96814.46,0,1,1,120511.03,0
763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0
526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0
850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1
546,Germany,Female,64,8,114888.74,0,1,1,66732.63,1
623,Germany,Male,42,1,149332.48,0,1,0,100834.22,0
680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1
634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0
776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1
631,Germany,Male,37,9,131519.49,0,1,1,51752.18,0
648,Germany,Female,39,3,126935.98,0,0,1,57995.74,0
710,Germany,Female,24,2,110407.44,0,0,0,15832.43,1
619,Germany,Female,41,8,142015.76,0,1,0,114323.66,0
482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1
573,Germany,Female,35,9,185160.94680000003,0,0,1,102986.15,0
692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1
649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1
555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1
850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1
665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0
722,Germany,Male,29,1,107233.85,0,1,0,24924.92,0
667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1
652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1
637,Germany,Female,36,10,145750.45,0,1,1,96660.76,0
697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0
547,Germany,Male,50,3,81290.02,0,0,1,177747.03,1
515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0
686,Germany,Female,27,1,115095.88,0,0,0,78622.46,0
579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0
505,Germany,Female,37,10,122453.97,0,1,1,52693.99,0
576,Germany,Male,30,7,132174.41,0,0,0,93767.03,0
645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1
850,Germany,Female,32,0,116968.91,1,0,0,175094.62,0
603,Germany,Male,35,1,105346.03,0,1,1,130379.5,0
621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
631,Germany,Female,32,2,146810.99,0,1,1,180990.29,0
514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1
850,Germany,Male,43,0,108508.82,0,1,0,184044.8,1
552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1
698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0
511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1
707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0
664,Germany,Male,33,7,97286.16,0,1,0,143433.33,0
794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0
635,Germany,Female,48,4,81556.89,0,1,0,191914.37,0
735,Germany,Female,43,9,98807.45,1,0,0,184570.04,1
528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1
568,Germany,Female,26,10,109819.16,0,1,0,154491.39,0
558,Germany,Male,25,10,111363.1,0,1,0,197264.35,0
677,Germany,Male,28,0,143988.0,0,1,0,8755.69,1
601,Germany,Male,35,8,71553.83,1,1,0,177384.45,0
637,Germany,Male,50,4,126345.55,1,0,1,17323.0,1
619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0
729,Germany,Male,29,5,109676.52,1,1,1,25548.47,0
712,Germany,Male,53,6,134729.99,0,1,1,132702.64,0
565,Germany,Male,33,8,130368.31,0,1,0,105642.43,0
665,Germany,Female,45,5,155447.65,0,1,0,51871.95,1
474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0
660,Germany,Male,24,5,85089.3,1,1,1,71638.0,0
687,Germany,Male,41,10,134318.21,0,1,1,198064.52,0
658,Germany,Male,29,5,75395.53,0,0,1,54914.92,0
705,Germany,Female,33,5,116765.7,1,0,0,190659.17,1
602,Germany,Female,48,7,76595.08,0,0,0,127095.14,0
747,Germany,Male,38,2,129728.6,1,1,0,89289.54,0
640,Germany,Female,64,2,116800.25,1,1,1,34130.43,0
581,Germany,Male,40,0,101016.53,1,0,1,7926.35,1
742,Germany,Female,43,6,97067.69,1,0,1,60920.03,1
644,Germany,Female,40,4,77270.08,0,1,1,115800.1,1
665,Germany,Female,37,3,111911.63,1,1,1,110359.68,1
529,Germany,Male,64,5,94216.05,1,1,1,78695.68,0
655,Germany,Female,64,5,138089.97,0,1,1,99920.41,0
698,Germany,Male,39,9,133191.19,0,0,1,53289.49,0
537,Germany,Male,64,8,92242.34,1,1,1,186235.98,0
599,Germany,Male,25,7,108380.72,1,1,1,79005.95,0
623,Germany,Male,33,8,96759.42,1,1,1,174777.98,0
832,Germany,Female,40,9,107648.94,0,1,1,134638.97,0
598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1
453,Germany,Male,36,1,138992.48,0,0,0,122373.42,0
582,Germany,Male,26,6,114450.32,1,1,1,14081.64,0
679,Germany,Male,35,1,130463.55,0,1,1,37341.17,0
769,Germany,Male,43,4,110182.54,0,1,1,87537.32,0
731,Germany,Female,43,9,79120.27,1,0,0,548.52,1
587,Germany,Female,37,6,104414.03,1,1,0,192026.02,0
676,Germany,Female,34,4,89437.03,1,1,1,189540.95,0
850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0
660,Germany,Male,28,1,118402.25,0,1,0,14288.93,0
646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1
710,Germany,Male,49,10,129164.88,1,1,1,193266.72,0
619,Germany,Male,40,9,103604.31,0,0,0,140947.05,0
470,Germany,Male,39,5,117469.91,0,0,0,63705.9,0
600,Germany,Male,43,8,133379.41,1,1,0,177378.66,1
692,Germany,Female,43,2,69014.49,0,0,0,164621.43,0
538,Germany,Female,42,1,98548.62,0,0,1,94047.75,0
588,Germany,Female,30,0,110148.49,1,1,0,5790.9,1
784,Germany,Male,28,2,70233.74,0,1,1,179252.73,0
570,Germany,Male,35,6,85668.59,1,1,0,105525.36,0
591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0
646,Germany,Female,30,10,100548.67,0,0,0,136983.77,0
735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1
625,Germany,Male,31,4,77743.01,0,1,0,75335.68,0
778,Germany,Female,37,0,105617.73,0,1,1,133699.82,1
677,Germany,Female,44,4,148770.61,0,1,1,191057.76,0
